SITE_ID,SITE_NAME,COUNTRY,STATE,IGBP,TOWER_BEGAN,TOWER_END,URL_AMERIFLUX,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,CLIMATE_KOEPPEN,MAT,MAP,DATA_POLICY,DATA_START,DATA_END
US-xSE,NEON Smithsonian Environmental Research Center (SERC),USA,MD,DBF,2016,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xSE,38.8901,-76.56,15.0,Cfa,13.6,1074.65,CCBY4.0,2017,2022
US-xSJ,NEON San Joaquin Experimental Range (SJER),USA,CA,SAV,2018,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xSJ,37.1088,-119.7323,368.0,Csa,16.4,539.62,CCBY4.0,2018,2022
US-xSL,"NEON North Sterling, CO (STER)",USA,CO,CRO,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xSL,40.4619,-103.0293,1364.0,Bsk,9.7,432.67,CCBY4.0,2017,2022
US-xSP,NEON Soaproot Saddle (SOAP),USA,CA,ENF,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xSP,37.0334,-119.2622,1160.0,Csa,13.4,900.35,CCBY4.0,2017,2022
US-xSR,NEON Santa Rita Experimental Range (SRER),USA,AZ,OSH,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xSR,31.9107,-110.8355,983.0,Bsk,19.3,346.0,CCBY4.0,2017,2022
US-xST,NEON Steigerwaldt Land Services (STEI),USA,WI,DBF,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xST,45.5089,-89.5864,481.0,Dfb,4.8,797.56,CCBY4.0,2017,2022
US-xTA,NEON Talladega National Forest (TALL),USA,AL,ENF,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xTA,32.9505,-87.3933,135.0,Cfa,17.2,1382.68,CCBY4.0,2017,2022
US-xTE,NEON Lower Teakettle (TEAK),USA,CA,ENF,2018,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xTE,37.0058,-119.006,2147.0,Csa,8.0,1222.5,CCBY4.0,2018,2022
US-xTL,NEON Toolik (TOOL),USA,AK,WET,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xTL,68.6611,-149.3705,843.0,ET,-4.0,331.0,CCBY4.0,2017,2022
US-xTR,NEON Treehaven (TREE),USA,WI,DBF,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xTR,45.4937,-89.5857,472.0,Dfb,4.8,797.56,CCBY4.0,2017,2022
US-xUK,NEON The University of Kansas Field Station (UKFS),USA,KS,DBF,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xUK,39.0404,-95.1921,335.0,Cfa,12.7,990.63,CCBY4.0,2017,2022
US-xUN,NEON University of Notre Dame Environmental Research Center (UNDE),USA,MI,MF,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xUN,46.2339,-89.5373,518.0,Dfb,4.3,802.3,CCBY4.0,2017,2022
US-xWD,NEON Woodworth (WOOD),USA,ND,GRA,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xWD,47.1282,-99.2414,579.0,Dfb,4.9,493.76,CCBY4.0,2017,2022
US-xWR,NEON Wind River Experimental Forest (WREF),USA,WA,ENF,2018,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xWR,45.8205,-121.9519,407.0,Csb,9.2,2225.01,CCBY4.0,2018,2022
US-xYE,NEON Yellowstone Northern Range (Frog Rock) (YELL),USA,WY,ENF,2018,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-xYE,44.9535,-110.5391,2116.0,Dfc,3.4,493.44,CCBY4.0,2018,2022
US-YK1,"Yukon-Kuskokwim Delta, Izaviknek-Kingaglia uplands, Burned 2015",USA,AK,WET,2019,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-YK1,61.2723,-163.2228,15.0,NA_character_,,,CCBY4.0,2019,2022
US-YK2,"Yukon-Kuskokwim Delta, Izaviknek-Kingaglia uplands, Unburned",USA,AK,WET,2019,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-YK2,61.2548,-163.259,15.0,NA_character_,,,CCBY4.0,2019,2022
US-Ylw,Yellow Cab urban,USA,TX,URB,2007,2013,https://ameriflux.lbl.gov/sites/siteinfo/US-Ylw,29.7894,-95.3536,14.0,Cfa,20.0,1260.0,LEGACY,-2147483648,-2147483648
US-YNS,North Star Yedoma,USA,AK,GRA,2021,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/US-YNS,64.8939,-147.6374,186.9,Dfc,-2.5,275.0,LEGACY,-2147483648,-2147483648
